id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1851-s0001,todo,人工智能招聘, 2、管理和带领团队，完成嵌入式图像识别产品的整个设计、开发、产品化过程；,带领团/T | 完成嵌/T | 图像识别产/K | 设计/S | 开发/S | 产品/S,管理/S | 带领团队/T | 嵌入式/K | 图像识别/K | 设计/S | 开发/S,,补全半词；产品化是过程不是技能,
1851-s0003,todo,人工智能招聘, 任职资格： 1、全日制本科及以上学历，电子、计算机、自动化、图像识别、模式识别等相关专业，两年以上相关岗位工作经验；,电子、计算机、自/K,全日制本科及以上学历/K | 电子/K | 计算机/K | 自动化/K | 图像识别/K | 模式识别/K,,补全半词；拆开并列专业；学历必须标,
1851-s0004,todo,人工智能招聘, 2、做过ADAS产品开发，熟悉业内成熟的软硬件方案、算法，有自主开发能力和成功的开发经验；,ADAS产品开发/S | 业内成熟的软硬件/K | 自主开发能力和成/S,ADAS/K | 产品开发/S | 软硬件方案/K | 算法/K | 自主开发能力/T,,补全半词；ADAS是领域知识K；拆开并列；开发经验不标,
1851-s0005,todo,人工智能招聘, 3、有责任心，能主动反馈和沟通，团队协作精神强；,反馈和沟通/T | 团队/T,责任心/T | 主动/T | 反馈/T | 沟通/T | 团队协作精神/T,,补全半词；拆开并列软技能,
1852-s0000,todo,人工智能招聘,职责描述 1、负责公司CC软件的开发和维护工作；,公司CC软件的开发/S,CC/S | 软件的开发/S | 维护/S,,CC是编程语言工具S；拆开开发与维护,
1852-s0003,todo,人工智能招聘, 任职要求 1、学历要求：本科及以上学历，计算机科学相关专业；,计算机科学相关专/K,本科及以上学历/K | 计算机科学/K,,补全半词；学历必标,
1852-s0005,todo,人工智能招聘, 2、熟悉Linux和Windows环境下基于CC的SDK开发流程，至少能熟练使用Makefile、Ninja、CMake、AutoMake、QMake等编译工具中的一种；,Linux和Windows环境下基于/S | CC的SDK开发/S | 能熟练使用Makefile/S | QMake等/S,Linux/S | Windows/S | CC/S | SDK开发/S | Makefile/S | Ninja/S | CMake/S | AutoMake/S | QMake/S,,删除半词；拆开并列工具；环境和工具都是S,
1852-s0008,todo,人工智能招聘, 5、具备良好的沟通和协作能力，有较强的学习能力，责任心强；,沟通和协作能/T | 学习能/T,沟通/T | 协作能力/T | 学习能力/T | 责任心/T,,补全半词；拆开并列软技能,
1853-s0000,todo,人工智能招聘,职责描述：1、产品创新，界面视觉引导，原型设计，与开发一起推动设计实现2、可以独立工作，和团队成员合作，交流各种想法，画出原型，参与产品整个的周期。,产品创新，界面视/S | 起推动设计实现2/S | 独立工作/T | 合作，交流各种想/T,产品创新/S | 界面视觉引导/S | 原型设计/S | 推动设计实现/S | 独立工作/T | 团队成员合作/T | 交流/T,,修正半词，拆分并列能力，去掉序号干扰,
1853-s0003,todo,人工智能招聘,2、设计、人机交互、可用性专业或者可以展示对设计的理解、交互设计理论和实践的能力。,设计/K | 人机交互/K | 设计的理解/K | 交互/K,设计/K | 人机交互/K | 可用性/K | 交互设计理论/K,,专业与理论知识归K，去除重复和半词,
1853-s0004,todo,人工智能招聘,3、可以创造出图形元素：icon控件，窗口，边框，数据布局。,创造出图形元素/S,[],创造图形元素,去掉出字，保持连续,
1853-s0005,todo,人工智能招聘,4、优秀的交流技巧：书写和口头。,书写和口头/T,交流技巧/T,,书写和口头是对交流技巧的说明，不单独标注,
1854-s0000,todo,人工智能招聘,岗位职责：*负责企业数字化转型项目的售前咨询、项目实施和项目管理*负责帮助客户制定产业数字化转型的IT规划咨询服务*基于公司的云计算、AI及行业解决方案产品，为客户提供云原生数字化转型技术解决方案实施落地的咨询服务*侧重于云原生架构转型、工业互联网、数字化营销、金融科技、智慧政务等产业互联网解决方案*帮助客户与重点客户建立良好的伙伴关系，为客户提供高价值和高满意度的服务任职要求：*本科及以上学历，理工科专业优先*6年以上工作经验。,售前咨询/S | 项目实/S | 制定产/S | IT规划咨询服务*/S | 云计算/K | AI及行业/K | 云原生数字化转型/S | 云原生架构转型/S | 建立良/S | 高价值和高满意度/T,售前咨询/S | 项目实施/S | 项目管理/S | IT规划咨询服务/S | 云计算/K | AI/K | 云原生/K | 云原生架构转型/S | 工业互联网/K | 数字化营销/K | 金融科技/K | 智慧政务/K | 本科及以上学历/K | 理工科专业/K,,修正半词，拆分并列领域知识，去除高价值等口号，补充学历专业,
1854-s0001,todo,人工智能招聘,咨询公司、IT科技公司，或有IT规划、售前咨询及相关行业解决方案实施经验者优先*5年以上的信息化或科技类项目实施经验，有云计算、容器、微服务架构项目经验者优先*3年以上的项目管理经验。,IT规划/K | 售前咨询/K | 解决方案实施经验/S | 项目实施经验/S | 云计算、容器、微/K | 项目管理经验/S,IT规划/K | 售前咨询/S | 行业解决方案实施/S | 信息化/K | 项目实施/S | 云计算/K | 容器/S | 微服务架构/K | 项目管理/S,,修正半词，拆分并列，去除年限数字,
1854-s0002,todo,人工智能招聘,有敏捷或DevOps项目管理经验者优先，具有PMP证书者优先*具有一定的行业分析能力、商业敏感性及前沿确实洞察力*具有优秀的语言表达能力、逻辑能力、学习能力和创新能力*具有很强的工作主动性、自我驱动力、抗压能力和团队工作意识*可以接受频繁或长期出差的工作安排,敏捷或DevOps项目管理/K | PMP证书者/K | 行业分析能力、商/S | 语言表达能力、逻/T | 工作主动性/T | 自我/T,敏捷/K | DevOps/K | 项目管理/S | PMP证书/K | 行业分析能力/S | 商业敏感性/T | 洞察力/T | 语言表达能力/T | 逻辑能力/T | 学习能力/T | 创新能力/T | 工作主动性/T | 自我驱动力/T | 抗压能力/T | 团队工作意识/T,,修正半词，拆分所有并列能力，方法论归K，去除出差安排,
1855-s0002,todo,人工智能招聘, 2. 负责研究人工智能在制造业、物流等领域的应用；,研究人/S | 制造业/K | 物流等领/K | 应用/S,人工智能/K | 制造业/K | 物流/K,,研究和应用是职责动词不标，只标领域知识,
1855-s0003,todo,人工智能招聘, 3. 负责汽车行业大数据挖掘算法的研究、设计和实现。,大数据挖掘算法的/S,大数据挖掘算法/S,,去掉助词的,
1855-s0004,todo,人工智能招聘, 岗位要求： 1、硕士及以上学历，计算机软件，数学及应用相关专业；,计算机软件，数学/K,硕士及以上学历/K | 计算机软件/K | 数学及应用相关专业/K,,补全学历，拆开并列专业,
1855-s0006,todo,人工智能招聘, 2、机器学习方面较为深厚的理论研究背景，深入理解机器学习的各种算法；,机器学习方/K | 的理论研究背/K | 入理解机/K | 各种算法/S,机器学习/K | 理论研究/K,,修正半词，各种算法太泛删除,
1855-s0008,todo,人工智能招聘,能独立从事大数据和人工智能方面的研究工作，精通软件编程，可熟练使用C/C++编程语言，具备软件系统设计能力，能独立定义各种协议；,大数据和人工智能/K | 研究工作/S | 软件编程/S | 熟练使用C/S | C+/S | 软件系统设计能力/S | 定义各种协议/S,大数据/K | 人工智能/K | 研究/S | 软件编程/S | C/S | C++/S | 软件系统设计能力/S,定义协议,拆开并列能力，C/C++分开标，去掉熟练使用等动词,
1855-s0009,todo,人工智能招聘, 3、对数据的预处理，分类，预测等方面有实践经验。,数据的预处理，分/S,分类/S | 预测/S,数据预处理,拆开并列技能，去掉的字,
1855-s0010,todo,人工智能招聘,熟练使用Python，C/C++，Matlab等编程语言中至少一种。,C/C++/S,Python/S | C/S | C++/S | Matlab/S,,拆开并列编程语言，C/C++分开,
1855-s0012,todo,人工智能招聘,常规的识别、语音识别算法、统计分类、模式识别、神经网络等算法；,识别/S | 语音识别算/S,识别/S | 语音识别算法/S | 统计分类/S | 模式识别/S | 神经网络/K,,修正半词，拆开并列算法，神经网络是理论知识标K,
1855-s0013,todo,人工智能招聘, 4、熟悉常规的数据库、Web技术等编程工作；,数据库/S | Web技术等/S,数据库/S | Web技术/S,,去掉等字，拆开并列,
1856-s0000,todo,人工智能招聘,大数据分析师 上岗要求：1、年龄20 -28 之间2、学历：全日制大专及以上学历岗位内容：1、深入理解业务与管理优化方向，创建数据分析模型和数据采集整理方案2、基于目前市场的前景，为产品提供更专业的分析3、无经验者，可由项目经理带福利待遇：1、上班时间 早九晚六2、国家法定节假日放假 周末双休【温馨提示】每日简历投递量非常大，欢迎主动与我联系。,深入理解业务与管/T | 提供更专业的分析/K | 主动与我联系/T,全日制大专及以上学历/K,,删除半词、福利句、宣传语；保留学历要求,
1857-s0000,todo,人工智能招聘,岗位职责 1.深入理解业务，参与风控策略分析及开发上线，识别交易中的恶意欺诈用户，确保正常交易秩序 2.构建机器学习模型，规则推理系统，图论挖掘等方法完善风控算法系统 3.参与基础数据收集整理，及特征工程建设，用户商户欺诈信用评级等。,理解业务，参与风/T | 开发上线，识别交/S | 构建机器学习模型/S | 完善风控算法系统/S | 基础数据收集整理/S | 特征工程建设，用/S,机器学习/K | 规则推理/S | 图论挖掘/S,,删除半词和整句职责描述；保留独立技能对象,
1857-s0001,todo,人工智能招聘," 职位要求 1.计算机，数学，电子类等相关专业研究生以上学历，1年以上工作经验 2.具有机器学习/数据挖掘/自然语言处理等应用开发经验，并掌握常用方法原理及思想 3.熟悉linux開發環境，熟悉Java/C++開發語言 4.熟悉Hadoop/Spark/Hive/等分布式計算框架 有如下经验者可加分 1.具有用户商户消费信贷反欺诈，信用评级方法等经验 ,Boss Sophia 25k-35k 诚聘",计算机，数学，电/K | 机器学习/K | 数据挖/K | 开发经验/S | C++開發語/S | 等分/S | 用户商户消费信贷/K,计算机/K | 数学/K | 电子类/K | 研究生以上学历/K | 机器学习/K | 数据挖掘/K | 自然语言处理/K | linux/S | Java/S | C++/S | Hadoop/S | Spark/S | Hive/S,,补全半词；拆开并列专业；框架归S；领域理论归K,
1858-s0002,todo,人工智能招聘, 【岗位职责】 1、配合销售负责与行业客户沟通专业知识，准确了解客户需求。,与行业客户沟通专/T | 客户需求/T,[],,整句职责描述，无独立技能,
1858-s0005,todo,人工智能招聘, 3、负责对项目进行技术引导、售前支持，跟随销售前往客户所在地进行产品讲解与演示。,技术引导/S | 售前支/S | 行产品讲解与演示/S,售前支持/S | 产品讲解/S | 演示/S,,补全半词；拆开独立技能,
1858-s0008,todo,人工智能招聘, 2、具备一定的计算机网络基础知识，有云计算售前产品知识优先。,计算机网络基础知/K | 云计算售前产品知/K,计算机网络/K | 云计算/K,,补全半词；保留领域知识,
1858-s0009,todo,人工智能招聘, 3、对销售前技术支持岗位有强烈的兴趣和发展意愿；,技术支持岗/K,[],,兴趣和意愿是口号，不标,
1858-s0010,todo,人工智能招聘, 4、良好的沟通能力、培训演讲能力、信息收集及分析能力、文档撰写能力。,沟通能力/T | 培训演/T,沟通能力/T | 培训演讲能力/T | 信息收集/T | 分析能力/T | 文档撰写能力/T,,补全半词；拆开并列软技能,
1859-s0000,todo,人工智能招聘,1、精通SQL SERVER数据库，SQL编写及数据清洗ETL能力 2、具有数据业务建模能力，对主流OLAP及DATA MINING 工具及服务器有实操能力。,SQL SERVER数据/S | SQL编写及数据清洗/S | 数据业务建模能力/S | 主流OLAP及DATA MINING/K | 服务器有实操能力/K,SQL SERVER/S | SQL编写/S | 数据清洗/S | ETL/S | 数据业务建模/S | OLAP/S | DATA MINING/S,,补全半词；SQL SERVER是工具S；OLAP和DATA MINING是工具方法S不是理论K；删除服务器实操（太泛）,
