id,batch,status,source_domain,conflict_kind,empty_hint,sentence,prelabel_rule_v4,suggest_codex,suggest_doubao,suggest_kimi,human_spans,comment
1853-s0000,06,todo,人工智能招聘,span_mismatch,,职责描述：1、产品创新，界面视觉引导，原型设计，与开发一起推动设计实现2、可以独立工作，和团队成员合作，交流各种想法，画出原型，参与产品整个的周期。,产品创新，界面视/S | 起推动设计实现2/S | 独立工作/T | 合作，交流各种想/T,独立工作/T,产品创新/S | 原型设计/S,产品创新/S | 界面视觉引导/S | 原型设计/S | 独立工作/T | 合作/T | 交流/T | 画出原型/S,,
1853-s0003,06,todo,人工智能招聘,span_mismatch,,2、设计、人机交互、可用性专业或者可以展示对设计的理解、交互设计理论和实践的能力。,设计/K | 人机交互/K | 设计的理解/K | 交互/K,设计/S | 人机交互/K | 设计的理解/K | 交互设计/S,设计/K | 人机交互/K | 可用性/K | 交互设计理论/K,设计/K | 人机交互/K | 可用性专业/K | 设计的理解/K | 交互设计理论/K | 实践/K,,
1853-s0004,06,todo,人工智能招聘,empty_mismatch,,3、可以创造出图形元素：icon控件，窗口，边框，数据布局。,创造出图形元素/S,创造出图形元素/S,[],创造出图形元素/S | icon控件/S | 窗口/S | 边框/S | 数据布局/S,,
1853-s0005,06,todo,人工智能招聘,empty_mismatch,,4、优秀的交流技巧：书写和口头。,书写和口头/T,[],交流技巧/T,交流技巧/T | 书写/T | 口头/T,,
1854-s0000,06,todo,人工智能招聘,span_mismatch,,岗位职责：*负责企业数字化转型项目的售前咨询、项目实施和项目管理*负责帮助客户制定产业数字化转型的IT规划咨询服务*基于公司的云计算、AI及行业解决方案产品，为客户提供云原生数字化转型技术解决方案实施落地的咨询服务*侧重于云原生架构转型、工业互联网、数字化营销、金融科技、智慧政务等产业互联网解决方案*帮助客户与重点客户建立良好的伙伴关系，为客户提供高价值和高满意度的服务任职要求：*本科及以上学历，理工科专业优先*6年以上工作经验。,售前咨询/S | 项目实/S | 制定产/S | IT规划咨询服务*/S | 云计算/K | AI及行业/K | 云原生数字化转型/S | 云原生架构转型/S | 建立良/S | 高价值和高满意度/T,售前咨询/S | 项目实施/S | 项目管理/S | 云计算/K | AI/S | 本科及以上学历/K,企业数字化转型/K | 售前咨询/S | 项目实施/S | 项目管理/S | 产业数字化转型/K | IT规划咨询/S | 云计算/K | AI/K | 行业解决方案/K | 云原生数字化转型/S | 技术解决方案实施/S | 云原生架构转型/K | 工业互联网/K | 数字化营销/K | 金融科技/K | 智慧政务/K | 产业互联网解决方案/K | 本科及以上学历/K | 理工科专业/K,售前咨询/S | 项目实施/S | 项目管理/S | IT规划咨询/S | 云计算/K | AI/K | 行业解决方案/K | 云原生数字化转型技术解决方案/S | 云原生架构转型/S | 工业互联网/K | 数字化营销/S | 金融科技/K | 智慧政务/K | 建立良好的伙伴关系/T | 高价值和高满意度的服务/T | 本科及以上学历/K | 理工科专业/K,,
1854-s0001,06,todo,人工智能招聘,span_mismatch,,咨询公司、IT科技公司，或有IT规划、售前咨询及相关行业解决方案实施经验者优先*5年以上的信息化或科技类项目实施经验，有云计算、容器、微服务架构项目经验者优先*3年以上的项目管理经验。,IT规划/K | 售前咨询/K | 解决方案实施经验/S | 项目实施经验/S | 云计算、容器、微/K | 项目管理经验/S,IT规划/K | 售前咨询/S | 项目实施/S | 云计算/K | 容器/K | 微服务/K | 项目管理/S,IT规划/K | 售前咨询/K | 行业解决方案实施/S | 云计算/K | 容器/K | 微服务架构/K | 项目管理/S,IT规划/S | 售前咨询/S | 解决方案实施经验/S | 项目实施经验/S | 云计算/K | 容器/K | 微服务架构/K | 项目管理经验/S,,
1854-s0002,06,todo,人工智能招聘,span_mismatch,,有敏捷或DevOps项目管理经验者优先，具有PMP证书者优先*具有一定的行业分析能力、商业敏感性及前沿确实洞察力*具有优秀的语言表达能力、逻辑能力、学习能力和创新能力*具有很强的工作主动性、自我驱动力、抗压能力和团队工作意识*可以接受频繁或长期出差的工作安排,敏捷或DevOps项目管理/K | PMP证书者/K | 行业分析能力、商/S | 语言表达能力、逻/T | 工作主动性/T | 自我/T,敏捷/K | 项目管理/S | 证书/K | 分析能力/T | 表达能力/T | 学习能力/T | 主动性/T | 抗压能力/T,敏捷/K | DevOps/K | 项目管理/S | PMP证书/K | 行业分析能力/S | 商业敏感性/T | 洞察力/T | 语言表达能力/T | 逻辑能力/T | 学习能力/T | 创新能力/T | 工作主动性/T | 自我驱动力/T | 抗压能力/T | 团队工作意识/T,敏捷/K | DevOps项目管理/S | PMP证书/K | 行业分析能力/S | 商业敏感性/T | 语言表达能力/T | 逻辑能力/T | 学习能力/T | 创新能力/T | 工作主动性/T | 自我驱动力/T | 抗压能力/T | 团队工作意识/T,,
1855-s0002,06,todo,人工智能招聘,span_mismatch,, 2. 负责研究人工智能在制造业、物流等领域的应用；,研究人/S | 制造业/K | 物流等领/K | 应用/S,人工智能/K | 制造业/K,人工智能/K | 制造业/K | 物流/K,制造业/K | 物流/K,,
1855-s0003,06,todo,人工智能招聘,span_mismatch,, 3. 负责汽车行业大数据挖掘算法的研究、设计和实现。,大数据挖掘算法的/S,数据挖掘/S | 算法/K,汽车行业/K | 大数据挖掘算法/S,大数据挖掘算法/S | 设计/S | 实现/S,,
1855-s0004,06,todo,人工智能招聘,span_mismatch,, 岗位要求： 1、硕士及以上学历，计算机软件，数学及应用相关专业；,计算机软件，数学/K,硕士/K | 计算机/K | 数学/K | 相关专业/K,硕士及以上学历/K | 计算机软件/K | 数学/K,硕士及以上学历/K | 计算机软件/K | 数学及应用/K,,
1855-s0006,06,todo,人工智能招聘,span_mismatch,, 2、机器学习方面较为深厚的理论研究背景，深入理解机器学习的各种算法；,机器学习方/K | 的理论研究背/K | 入理解机/K | 各种算法/S,机器学习/K | 算法/K,机器学习/K | 理论研究/K,机器学习/K | 理论研究背景/K | 机器学习的各种算法/K,,
1855-s0008,06,todo,人工智能招聘,span_mismatch,,能独立从事大数据和人工智能方面的研究工作，精通软件编程，可熟练使用C/C++编程语言，具备软件系统设计能力，能独立定义各种协议；,大数据和人工智能/K | 研究工作/S | 软件编程/S | 熟练使用C/S | C+/S | 软件系统设计能力/S | 定义各种协议/S,大数据/K | 人工智能/K | 软件编程/S | C++/S | 编程语言/K | 系统设计/S,大数据/K | 人工智能/K | 研究/S | 软件编程/S | C/S | C++/S | 软件系统设计/S,大数据/K | 人工智能/K | 软件编程/S | C/C++/S | 编程语言/S | 软件系统设计能力/S | 定义各种协议/S,,
1855-s0009,06,todo,人工智能招聘,empty_mismatch,, 3、对数据的预处理，分类，预测等方面有实践经验。,数据的预处理，分/S,数据的预处理/S | 分类/S,[],数据的预处理/S | 分类/S | 预测/S,,
1855-s0010,06,todo,人工智能招聘,span_mismatch,,熟练使用Python，C/C++，Matlab等编程语言中至少一种。,C/C++/S,Python/S | C++/S | Matlab/S | 编程语言/K,Python/S | C/S | C++/S | Matlab/S | 编程语言/S,Python/S | C/C++/S | Matlab/S | 编程语言/S,,
1855-s0012,06,todo,人工智能招聘,span_mismatch,,常规的识别、语音识别算法、统计分类、模式识别、神经网络等算法；,识别/S | 语音识别算/S,算法/K | 分类/S | 模式识别/K | 神经网络/K,识别算法/K | 统计分类/K | 模式识别/K | 神经网络/K | 算法/K,语音识别算法/K | 统计分类/K | 模式识别/K | 神经网络/K,,
1855-s0013,06,todo,人工智能招聘,span_mismatch,, 4、熟悉常规的数据库、Web技术等编程工作；,数据库/S | Web技术等/S,数据库/K,数据库/K | Web技术/K | 编程/S,数据库/S | Web技术/S,,
1856-s0000,06,todo,人工智能招聘,empty_mismatch,,大数据分析师 上岗要求：1、年龄20 -28 之间2、学历：全日制大专及以上学历岗位内容：1、深入理解业务与管理优化方向，创建数据分析模型和数据采集整理方案2、基于目前市场的前景，为产品提供更专业的分析3、无经验者，可由项目经理带福利待遇：1、上班时间 早九晚六2、国家法定节假日放假 周末双休【温馨提示】每日简历投递量非常大，欢迎主动与我联系。,深入理解业务与管/T | 提供更专业的分析/K | 主动与我联系/T,[],管理优化/S,分析/S | 全日制大专及以上学历/K | 数据分析模型/S | 数据采集整理方案/S,,
1857-s0000,06,todo,人工智能招聘,span_mismatch,,岗位职责 1.深入理解业务，参与风控策略分析及开发上线，识别交易中的恶意欺诈用户，确保正常交易秩序 2.构建机器学习模型，规则推理系统，图论挖掘等方法完善风控算法系统 3.参与基础数据收集整理，及特征工程建设，用户商户欺诈信用评级等。,理解业务，参与风/T | 开发上线，识别交/S | 构建机器学习模型/S | 完善风控算法系统/S | 基础数据收集整理/S | 特征工程建设，用/S,机器学习/K | 算法/K,风控策略分析/S | 规则推理系统/K | 图论挖掘/S | 基础数据收集/S | 特征工程建设/S | 欺诈信用评级/S,风控策略分析/S | 开发上线/S | 机器学习模型/K | 规则推理系统/K | 图论挖掘/K | 数据收集整理/S | 特征工程/S | 用户商户欺诈信用评级/S,,
1857-s0001,06,todo,人工智能招聘,span_mismatch,," 职位要求 1.计算机，数学，电子类等相关专业研究生以上学历，1年以上工作经验 2.具有机器学习/数据挖掘/自然语言处理等应用开发经验，并掌握常用方法原理及思想 3.熟悉linux開發環境，熟悉Java/C++開發語言 4.熟悉Hadoop/Spark/Hive/等分布式計算框架 有如下经验者可加分 1.具有用户商户消费信贷反欺诈，信用评级方法等经验 ,Boss Sophia 25k-35k 诚聘",计算机，数学，电/K | 机器学习/K | 数据挖/K | 开发经验/S | C++開發語/S | 等分/S | 用户商户消费信贷/K,计算机/K | 数学/K | 相关专业/K | 研究生/K | 机器学习/K | 数据挖掘/S | 自然语言处理/K | 应用开发/S | linux/S | Java/S | C++/S | Hadoop/S | Spark/S | Hive/S | 分布式/K,计算机/K | 数学/K | 电子/K | 机器学习/K | 数据挖掘/K | 自然语言处理/K | 应用开发/S | Java/S | C++/S | Hadoop/S | Spark/S | Hive/S | 消费信贷反欺诈/K | 信用评级方法/K,计算机/K | 数学/K | 电子类/K | 机器学习/K | 数据挖掘/K | 自然语言处理/K | 应用开发经验/S | Java/S | C++/S | Hadoop/S | Spark/S | Hive/S | 反欺诈/S | 信用评级方法/S,,
1858-s0002,06,todo,人工智能招聘,span_mismatch,, 【岗位职责】 1、配合销售负责与行业客户沟通专业知识，准确了解客户需求。,与行业客户沟通专/T | 客户需求/T,专业知识/K,行业客户沟通/T | 专业知识/K,沟通专业知识/S | 了解客户需求/T,,
1858-s0005,06,todo,人工智能招聘,empty_mismatch,, 3、负责对项目进行技术引导、售前支持，跟随销售前往客户所在地进行产品讲解与演示。,技术引导/S | 售前支/S | 行产品讲解与演示/S,[],技术引导/S | 售前支持/S | 产品讲解/S,技术引导/S | 售前支持/S | 产品讲解/S | 演示/S,,
1858-s0008,06,todo,人工智能招聘,span_mismatch,, 2、具备一定的计算机网络基础知识，有云计算售前产品知识优先。,计算机网络基础知/K | 云计算售前产品知/K,计算机网络/K | 云计算/K,计算机网络基础知识/K | 云计算/K | 售前产品知识/K,计算机网络基础知识/K | 云计算售前产品知识/K,,
1858-s0009,06,todo,人工智能招聘,empty_mismatch,, 3、对销售前技术支持岗位有强烈的兴趣和发展意愿；,技术支持岗/K,技术支持/S,[],技术支持岗位/S,,
1858-s0010,06,todo,人工智能招聘,span_mismatch,, 4、良好的沟通能力、培训演讲能力、信息收集及分析能力、文档撰写能力。,沟通能力/T | 培训演/T,沟通能力/T | 演讲/S | 分析能力/T,沟通能力/T | 培训演讲能力/T | 信息收集/S | 文档撰写/S,沟通能力/T | 培训演讲能力/T | 信息收集及分析能力/T | 文档撰写能力/S,,
1859-s0000,06,todo,人工智能招聘,span_mismatch,,1、精通SQL SERVER数据库，SQL编写及数据清洗ETL能力 2、具有数据业务建模能力，对主流OLAP及DATA MINING 工具及服务器有实操能力。,SQL SERVER数据/S | SQL编写及数据清洗/S | 数据业务建模能力/S | 主流OLAP及DATA MINING/K | 服务器有实操能力/K,SQL/S | 数据库/K | SQL编写/S | 数据清洗/S | 建模/S | 主流OLAP/K,SQL SERVER数据库/S | SQL编写/S | 数据清洗/S | ETL/S | 数据业务建模/S | OLAP/K | DATA MINING/K,SQL SERVER/S | SQL/S | 数据清洗/S | ETL/S | 数据业务建模/S | OLAP/K | DATA MINING/K,,
1859-s0001,06,todo,人工智能招聘,span_mismatch,, 3、BI工作经验三年以上，具有医疗大数据分析经验优先。,BI工作经验三年以/K | 医疗大数据分析经/K,数据分析/S,BI/K | 医疗大数据分析/S,BI/S | 医疗大数据分析/K,,
1860-s0000,06,todo,人工智能招聘,span_mismatch,,岗位要求：1.负责产品三维建模，满足客户评审需求和内部设计与工艺的需要；,产品三维建模/S | 客户评审需/S | 设计与工艺的需要/S,建模/S | 设计/S,产品三维建模/S | 客户评审/S | 内部设计/S | 工艺/K,产品三维建模/S | 客户评审/S | 设计/S | 工艺/K,,
1860-s0003,06,todo,人工智能招聘,span_mismatch,,4.负责完成图纸的校对、工艺、标准化、审核流程；,图纸的校对/S | 工艺/S,工艺/S | 标准化/S,工艺/S | 标准化/S | 审核/S,图纸的校对/S | 工艺/K | 标准化/K,,
1860-s0006,07,todo,人工智能招聘,span_mismatch,,了解非标或自动化设备项目管理流程；,非标或自动化设备/K,自动化/K | 项目管理/S,自动化设备/K | 项目管理流程/K,非标或自动化设备/K | 项目管理/S,,
1860-s0007,07,todo,人工智能招聘,empty_mismatch,,了解机械加工工艺基础知识；,机械加工工艺基础/K,[],机械加工工艺/K,机械加工工艺基础/K,,
1860-s0010,07,todo,人工智能招聘,span_mismatch,,3.熟练使用三维及二维制图软件；,使用三/S | 维制图软件/S,制图/S,二维制图软件/S,三维/S | 二维制图软件/S,,
